# OrderP Phi
-150.000000 -inf
-147.250000 -inf
-144.500000 -inf
-141.750000 -inf
-139.000000 -inf
-136.250000 -inf
-133.500000 -inf
-130.750000 -inf
-128.000000 -inf
-125.250000 -inf
-122.500000 -inf
-119.750000 -inf
-117.000000 -inf
-114.250000 -inf
-111.500000 -inf
-108.750000 -inf
-106.000000 -inf
-103.250000 -inf
-100.500000 -22.948448
-97.750000 -22.259355
-95.000000 -21.282896
-92.250000 -20.204259
-89.500000 -20.258592
-86.750000 -18.690356
-84.000000 -19.177968
-81.250000 -17.356675
-78.500000 -15.758261
-75.750000 -15.623408
-73.000000 -14.567749
-70.250000 -13.853207
-67.500000 -13.041089
-64.750000 -12.345520
-62.000000 -11.664874
-59.250000 -11.080487
-56.500000 -10.302000
-53.750000 -9.423470
-51.000000 -8.895572
-48.250000 -8.234280
-45.500000 -7.613615
-42.750000 -6.930577
-40.000000 -6.447936
-37.250000 -5.883143
-34.500000 -5.342766
-31.750000 -4.829788
-29.000000 -4.395821
-26.250000 -3.941187
-23.500000 -3.529825
-20.750000 -3.013698
-18.000000 -2.533622
-15.250000 -2.424084
-12.500000 -1.807555
-9.750000 -1.539743
-7.000000 -1.399146
-4.250000 -0.937891
-1.500000 -0.970406
1.250000 -0.543253
4.000000 -0.400583
6.750000 -0.243750
9.500000 -0.269641
12.250000 -0.091986
15.000000 0.000000
17.750000 -0.050769
20.500000 -0.124845
23.250000 -0.024924
26.000000 -0.102033
28.750000 -0.315953
31.500000 -0.514466
34.250000 -0.709247
37.000000 -0.849563
39.750000 -1.127374
42.500000 -1.333409
45.250000 -1.734821
48.000000 -2.194002
50.750000 -2.619306
53.500000 -3.081709
56.250000 -3.516173
59.000000 -4.033662
61.750000 -4.550296
64.500000 -5.312584
67.250000 -6.046526
70.000000 -6.509382
72.750000 -7.336671
75.500000 -8.030280
78.250000 -8.912342
81.000000 -9.699614
83.750000 -10.618660
86.500000 -11.512823
89.250000 -12.681014
92.000000 -13.426527
94.750000 -14.443129
97.500000 -15.459193
100.250000 -16.575011
103.000000 -17.731951
105.750000 -18.874155
108.500000 -20.122438
111.250000 -21.300069
114.000000 -22.644061
116.750000 -23.840427
119.500000 -25.147892
122.250000 -26.578530
125.000000 -28.041626
127.750000 -29.448479
130.500000 -30.971131
133.250000 -32.439479
136.000000 -34.033934
138.750000 -35.461381
141.500000 -37.177106
144.250000 -38.857494
147.000000 -40.588260
149.750000 -42.195265
152.500000 -44.047360
155.250000 -45.737479
158.000000 -47.464221
160.750000 -49.286273
163.500000 -51.307610
166.250000 -53.281001
169.000000 -55.122827
171.750000 -57.171663
174.500000 -59.132759
177.250000 -61.046080
180.000000 -63.104514
182.750000 -65.231397
185.500000 -67.281535
188.250000 -69.457732
191.000000 -71.671271
193.750000 -73.794427
196.500000 -76.034390
199.250000 -78.324978
202.000000 -80.545998
204.750000 -82.917422
207.500000 -85.181696
210.250000 -87.445838
213.000000 -90.102778
215.750000 -92.521332
218.500000 -94.876070
221.250000 -97.486859
224.000000 -99.960412
226.750000 -102.318319
229.500000 -105.043894
232.250000 -107.715369
235.000000 -110.218183
237.750000 -112.908555
240.500000 -115.453846
243.250000 -118.303287
246.000000 -120.940708
248.750000 -123.807052
251.500000 -126.651390
254.250000 -129.538493
257.000000 -132.251250
259.750000 -135.119523
262.500000 -138.049229
265.250000 -141.147845
268.000000 -144.073737
270.750000 -147.178074
273.500000 -149.872022
276.250000 -153.097756
279.000000 -156.114466
281.750000 -159.301114
284.500000 -162.446387
287.250000 -165.602591
290.000000 -168.758393
292.750000 -172.147623
295.500000 -175.308774
298.250000 -178.569952
301.000000 -182.114612
303.750000 -185.415577
306.500000 -188.541378
309.250000 -192.195239
312.000000 -195.422545
314.750000 -198.917121
317.500000 -202.348579
320.250000 -205.830372
323.000000 -209.580121
325.750000 -213.009272
328.500000 -216.558446
331.250000 -220.216871
334.000000 -224.102604
336.750000 -227.875403
339.500000 -231.693042
342.250000 -236.054291
345.000000 -239.162345
347.750000 -inf
350.500000 -inf
353.250000 -inf
356.000000 -inf
358.750000 -257.188657
361.500000 -inf
364.250000 -inf
367.000000 -inf
369.750000 -inf
372.500000 -inf
375.250000 -inf
378.000000 -inf
380.750000 -inf
383.500000 -inf
386.250000 -inf
389.000000 -inf
391.750000 -inf
394.500000 -inf
397.250000 -inf
