# OrderP Phi
330.000000 -inf
331.150000 -inf
332.300000 -inf
333.450000 -inf
334.600000 -inf
335.750000 -inf
336.900000 -inf
338.050000 -inf
339.200000 -inf
340.350000 -inf
341.500000 -123.109981
342.650000 -inf
343.800000 -inf
344.950000 -inf
346.100000 -117.323289
347.250000 -115.462620
348.400000 -113.591009
349.550000 -111.212133
350.700000 -109.730140
351.850000 -107.907753
353.000000 -106.244307
354.150000 -104.894713
355.300000 -103.171067
356.450000 -101.244330
357.600000 -99.624540
358.750000 -98.406547
359.900000 -96.618925
361.050000 -95.004974
362.200000 -93.645181
363.350000 -92.180633
364.500000 -90.849951
365.650000 -89.155922
366.800000 -87.887771
367.950000 -86.613755
369.100000 -85.064843
370.250000 -83.551259
371.400000 -82.212045
372.550000 -80.835760
373.700000 -79.602015
374.850000 -78.414544
376.000000 -77.045808
377.150000 -75.712762
378.300000 -74.651819
379.450000 -73.139982
380.600000 -71.869618
381.750000 -70.618300
382.900000 -69.424683
384.050000 -68.185221
385.200000 -66.778941
386.350000 -65.693447
387.500000 -64.325695
388.650000 -63.034174
389.800000 -61.648481
390.950000 -60.513954
392.100000 -59.420406
393.250000 -58.186133
394.400000 -57.049174
395.550000 -55.948731
396.700000 -54.832460
397.850000 -53.596238
399.000000 -52.522589
400.150000 -51.339438
401.300000 -50.384356
402.450000 -49.491850
403.600000 -48.434559
404.750000 -47.481118
405.900000 -46.500580
407.050000 -45.262998
408.200000 -44.155487
409.350000 -43.228919
410.500000 -42.235683
411.650000 -41.225886
412.800000 -40.096544
413.950000 -39.035746
415.100000 -38.219536
416.250000 -37.215953
417.400000 -35.984972
418.550000 -35.277164
419.700000 -34.257175
420.850000 -33.398675
422.000000 -32.623595
423.150000 -31.659452
424.300000 -30.838217
425.450000 -29.965952
426.600000 -29.157278
427.750000 -28.305826
428.900000 -27.401450
430.050000 -26.760564
431.200000 -25.895447
432.350000 -25.090203
433.500000 -24.244677
434.650000 -23.671325
435.800000 -22.685242
436.950000 -21.817193
438.100000 -21.321241
439.250000 -20.463643
440.400000 -19.574941
441.550000 -18.898703
442.700000 -18.239954
443.850000 -17.617146
445.000000 -16.820054
446.150000 -16.256815
447.300000 -15.583008
448.450000 -14.970636
449.600000 -14.401366
450.750000 -13.776431
451.900000 -13.298096
453.050000 -12.586581
454.200000 -12.191255
455.350000 -11.537458
456.500000 -10.946002
457.650000 -10.527000
458.800000 -9.861721
459.950000 -9.491110
461.100000 -8.930047
462.250000 -8.507978
463.400000 -8.044733
464.550000 -7.587123
465.700000 -7.258247
466.850000 -6.736225
468.000000 -6.412832
469.150000 -6.189177
470.300000 -5.757280
471.450000 -5.390527
472.600000 -4.897650
473.750000 -4.819258
474.900000 -4.236397
476.050000 -4.013619
477.200000 -3.651587
478.350000 -3.384952
479.500000 -2.966672
480.650000 -2.676990
481.800000 -2.370129
482.950000 -2.159011
484.100000 -1.994576
485.250000 -1.707270
486.400000 -1.574348
487.550000 -1.300725
488.700000 -1.074349
489.850000 -1.043464
491.000000 -1.050006
492.150000 -0.889380
493.300000 -0.780629
494.450000 -0.541581
495.600000 -0.499426
496.750000 -0.340835
497.900000 -0.363916
499.050000 -0.174876
500.200000 -0.183747
501.350000 0.000000
502.500000 -0.001065
503.650000 -0.061859
504.800000 -0.076281
505.950000 -0.023492
507.100000 -0.159952
508.250000 -0.204520
509.400000 -0.333779
510.550000 -0.329015
511.700000 -0.542525
512.850000 -0.616905
514.000000 -0.742575
515.150000 -0.728024
516.300000 -0.855210
517.450000 -1.214784
518.600000 -1.288068
519.750000 -1.425304
520.900000 -1.536764
522.050000 -1.703994
523.200000 -2.107540
524.350000 -2.257892
525.500000 -2.493311
526.650000 -2.730022
527.800000 -3.129113
528.950000 -3.627655
530.100000 -3.669918
531.250000 -4.052913
532.400000 -4.585748
533.550000 -4.913840
534.700000 -5.591445
535.850000 -6.042602
537.000000 -6.232693
538.150000 -6.832792
539.300000 -7.754781
540.450000 -8.250378
541.600000 -8.773926
542.750000 -10.193246
543.900000 -10.828097
545.050000 -11.638040
546.200000 -inf
547.350000 -inf
548.500000 -inf
549.650000 -inf
550.800000 -inf
551.950000 -inf
553.100000 -inf
554.250000 -inf
555.400000 -inf
556.550000 -inf
557.700000 -inf
558.850000 -inf
