# OrderP Phi
-120.000000 -inf
-117.500000 -inf
-115.000000 -inf
-112.500000 -inf
-110.000000 -inf
-107.500000 -inf
-105.000000 -inf
-102.500000 -inf
-100.000000 -inf
-97.500000 -247.263794
-95.000000 -inf
-92.500000 -inf
-90.000000 -236.671526
-87.500000 -232.894578
-85.000000 -230.243093
-82.500000 -226.491651
-80.000000 -222.382062
-77.500000 -219.792434
-75.000000 -216.737046
-72.500000 -213.372155
-70.000000 -210.172696
-67.500000 -206.994246
-65.000000 -203.896446
-62.500000 -200.447408
-60.000000 -197.462410
-57.500000 -194.259834
-55.000000 -191.048275
-52.500000 -187.797876
-50.000000 -184.939619
-47.500000 -181.649570
-45.000000 -178.792448
-42.500000 -175.587842
-40.000000 -172.443993
-37.500000 -169.269455
-35.000000 -166.526198
-32.500000 -163.338928
-30.000000 -160.251839
-27.500000 -157.302017
-25.000000 -154.158182
-22.500000 -151.224657
-20.000000 -148.421949
-17.500000 -145.446803
-15.000000 -142.239345
-12.500000 -139.402089
-10.000000 -136.416844
-7.500000 -133.676507
-5.000000 -130.941543
-2.500000 -127.947570
0.000000 -125.144582
2.500000 -122.550027
5.000000 -119.810258
7.500000 -117.160856
10.000000 -114.508287
12.500000 -111.878552
15.000000 -109.392504
17.500000 -106.809372
20.000000 -104.335936
22.500000 -101.801639
25.000000 -99.236656
27.500000 -96.789429
30.000000 -94.304288
32.500000 -91.930235
35.000000 -89.471179
37.500000 -87.095658
40.000000 -84.621672
42.500000 -82.362257
45.000000 -80.166173
47.500000 -77.885408
50.000000 -75.876416
52.500000 -73.767600
55.000000 -71.704153
57.500000 -69.731417
60.000000 -67.705010
62.500000 -65.742708
65.000000 -63.599192
67.500000 -61.704393
70.000000 -59.715779
72.500000 -57.827008
75.000000 -55.872856
77.500000 -54.196753
80.000000 -52.335537
82.500000 -50.600553
85.000000 -48.999173
87.500000 -47.383945
90.000000 -45.810319
92.500000 -44.282626
95.000000 -42.696305
97.500000 -41.246028
100.000000 -39.780891
102.500000 -38.155707
105.000000 -36.869593
107.500000 -35.342486
110.000000 -33.919452
112.500000 -32.638267
115.000000 -31.215222
117.500000 -29.942566
120.000000 -28.629699
122.500000 -27.375363
125.000000 -26.247696
127.500000 -25.043450
130.000000 -23.909617
132.500000 -22.795659
135.000000 -21.629668
137.500000 -20.590649
140.000000 -19.608283
142.500000 -18.543308
145.000000 -17.571238
147.500000 -16.521579
150.000000 -15.600218
152.500000 -14.765828
155.000000 -13.818220
157.500000 -12.925399
160.000000 -11.929452
162.500000 -11.285125
165.000000 -10.382876
167.500000 -9.712297
170.000000 -9.208310
172.500000 -8.292594
175.000000 -7.865513
177.500000 -7.241868
180.000000 -6.625162
182.500000 -6.150568
185.000000 -5.635048
187.500000 -4.980502
190.000000 -4.548851
192.500000 -4.079358
195.000000 -3.616102
197.500000 -3.166147
200.000000 -2.682630
202.500000 -2.406006
205.000000 -1.768279
207.500000 -1.581981
210.000000 -1.271848
212.500000 -0.929994
215.000000 -0.702833
217.500000 -0.387201
220.000000 -0.453968
222.500000 -0.194812
225.000000 -0.103247
227.500000 -0.051065
230.000000 -0.064501
232.500000 0.000000
235.000000 -0.015214
237.500000 -0.031414
240.000000 -0.032447
242.500000 -0.033329
245.000000 -0.093035
247.500000 -0.008188
250.000000 -0.121839
252.500000 -0.277435
255.000000 -0.297299
257.500000 -0.553364
260.000000 -0.607386
262.500000 -1.008347
265.000000 -1.121781
267.500000 -1.432781
270.000000 -1.753279
272.500000 -2.186084
275.000000 -2.507289
277.500000 -3.110184
280.000000 -3.362929
282.500000 -3.907130
285.000000 -4.395992
287.500000 -4.818432
290.000000 -5.333426
292.500000 -5.990937
295.000000 -6.398883
297.500000 -7.246016
300.000000 -7.644214
302.500000 -8.245128
305.000000 -8.724863
307.500000 -9.551447
310.000000 -10.025167
312.500000 -10.903718
315.000000 -11.503072
317.500000 -12.117717
320.000000 -12.816905
322.500000 -13.759539
325.000000 -14.264006
327.500000 -15.378537
330.000000 -15.920880
332.500000 -16.535054
335.000000 -17.753057
337.500000 -18.090850
340.000000 -19.515711
342.500000 -21.659900
345.000000 -22.077811
347.500000 -inf
350.000000 -inf
352.500000 -inf
355.000000 -inf
357.500000 -inf
360.000000 -inf
362.500000 -inf
365.000000 -inf
367.500000 -inf
370.000000 -inf
372.500000 -inf
375.000000 -inf
377.500000 -inf
