# OrderP Phi
-120.000000 -inf
-117.500000 -inf
-115.000000 -inf
-112.500000 -inf
-110.000000 -inf
-107.500000 -inf
-105.000000 -inf
-102.500000 -inf
-100.000000 -inf
-97.500000 -25.059392
-95.000000 -inf
-92.500000 -inf
-90.000000 -23.336766
-87.500000 -21.377730
-85.000000 -21.914285
-82.500000 -20.131467
-80.000000 -19.118310
-77.500000 -18.542442
-75.000000 -17.813154
-72.500000 -16.966126
-70.000000 -16.407352
-67.500000 -15.303105
-65.000000 -14.923159
-62.500000 -14.222289
-60.000000 -13.473898
-57.500000 -12.729721
-55.000000 -12.102191
-52.500000 -11.443894
-50.000000 -10.924417
-47.500000 -10.156223
-45.000000 -9.753478
-42.500000 -9.103493
-40.000000 -8.489798
-37.500000 -7.743525
-35.000000 -7.507260
-32.500000 -6.787053
-30.000000 -6.316238
-27.500000 -5.849015
-25.000000 -5.205120
-22.500000 -4.705924
-20.000000 -4.417977
-17.500000 -3.906156
-15.000000 -3.147252
-12.500000 -2.876790
-10.000000 -2.450336
-7.500000 -2.191965
-5.000000 -1.801015
-2.500000 -1.454909
0.000000 -1.076150
2.500000 -0.960892
5.000000 -0.707519
7.500000 -0.456386
10.000000 -0.396651
12.500000 -0.244823
15.000000 -0.226093
17.500000 -0.265602
20.000000 -0.147024
22.500000 -0.085124
25.000000 0.000000
27.500000 -0.105288
30.000000 -0.098767
32.500000 -0.280935
35.000000 -0.309155
37.500000 -0.418076
40.000000 -0.377928
42.500000 -0.590324
45.000000 -0.913382
47.500000 -1.129116
50.000000 -1.571199
52.500000 -1.956838
55.000000 -2.373459
57.500000 -2.869912
60.000000 -3.414392
62.500000 -3.891856
65.000000 -4.381418
67.500000 -4.880501
70.000000 -5.404888
72.500000 -6.066798
75.000000 -6.586002
77.500000 -7.413954
80.000000 -8.016483
82.500000 -8.889008
85.000000 -9.690456
87.500000 -10.501915
90.000000 -11.523558
92.500000 -12.487555
95.000000 -13.409589
97.500000 -14.354008
100.000000 -15.446706
102.500000 -16.344242
105.000000 -17.555806
107.500000 -18.523081
110.000000 -19.622581
112.500000 -20.824936
115.000000 -21.871367
117.500000 -23.095290
120.000000 -24.346174
122.500000 -25.574709
125.000000 -26.904646
127.500000 -28.247166
130.000000 -29.558681
132.500000 -30.960394
135.000000 -32.287674
137.500000 -33.775506
140.000000 -35.203389
142.500000 -36.600475
145.000000 -38.141043
147.500000 -39.644910
150.000000 -41.139185
152.500000 -42.828480
155.000000 -44.351947
157.500000 -46.076323
160.000000 -47.523704
162.500000 -49.448343
165.000000 -51.001235
167.500000 -52.845309
170.000000 -54.778403
172.500000 -56.425140
175.000000 -58.421918
177.500000 -60.386671
180.000000 -62.408599
182.500000 -64.184109
185.000000 -66.210664
187.500000 -68.063491
190.000000 -70.196939
192.500000 -72.182338
195.000000 -74.204795
197.500000 -76.235673
200.000000 -78.295504
202.500000 -80.502057
205.000000 -82.339902
207.500000 -84.664027
210.000000 -86.874705
212.500000 -88.954000
215.000000 -91.167539
217.500000 -93.491246
220.000000 -95.977397
222.500000 -98.236658
225.000000 -100.736733
227.500000 -103.173276
230.000000 -105.532313
232.500000 -108.005696
235.000000 -110.523958
237.500000 -113.203495
240.000000 -115.643779
242.500000 -118.099341
245.000000 -120.601506
247.500000 -122.991950
250.000000 -125.760237
252.500000 -128.336001
255.000000 -130.971105
257.500000 -133.679365
260.000000 -136.183296
262.500000 -139.113489
265.000000 -141.686995
267.500000 -144.511504
270.000000 -147.316559
272.500000 -150.168269
275.000000 -153.027842
277.500000 -156.126925
280.000000 -158.862296
282.500000 -161.968073
285.000000 -164.953436
287.500000 -167.814007
290.000000 -170.792059
292.500000 -174.171133
295.000000 -176.889020
297.500000 -180.244363
300.000000 -183.101491
302.500000 -186.205686
305.000000 -189.142754
307.500000 -192.556522
310.000000 -195.339658
312.500000 -198.979625
315.000000 -202.052770
317.500000 -205.037386
320.000000 -208.146544
322.500000 -211.655913
325.000000 -214.598370
327.500000 -218.099396
330.000000 -221.527128
332.500000 -224.630441
335.000000 -228.293771
337.500000 -231.220295
340.000000 -234.770788
342.500000 -240.551705
345.000000 -243.059172
347.500000 -inf
350.000000 -inf
352.500000 -inf
355.000000 -inf
357.500000 -inf
360.000000 -inf
362.500000 -inf
365.000000 -inf
367.500000 -inf
370.000000 -inf
372.500000 -inf
375.000000 -inf
377.500000 -inf
