# OrderP Phi
-150.000000 -inf
-147.250000 -inf
-144.500000 -inf
-141.750000 -inf
-139.000000 -inf
-136.250000 -inf
-133.500000 -inf
-130.750000 -inf
-128.000000 -inf
-125.250000 -inf
-122.500000 -inf
-119.750000 -inf
-117.000000 -266.460055
-114.250000 -261.764616
-111.500000 -260.450988
-108.750000 -inf
-106.000000 -251.227997
-103.250000 -247.508635
-100.500000 -244.098818
-97.750000 -239.431410
-95.000000 -236.104177
-92.250000 -232.649306
-89.500000 -229.480778
-86.750000 -225.885371
-84.000000 -222.139785
-81.250000 -218.326219
-78.500000 -214.969858
-75.750000 -211.534973
-73.000000 -208.094324
-70.250000 -204.459665
-67.500000 -201.146949
-64.750000 -197.757535
-62.000000 -194.349275
-59.250000 -191.056399
-56.500000 -187.683400
-53.750000 -184.324506
-51.000000 -181.038333
-48.250000 -177.781418
-45.500000 -174.560756
-42.750000 -171.165502
-40.000000 -167.883727
-37.250000 -164.800250
-34.500000 -161.520214
-31.750000 -158.436209
-29.000000 -155.228101
-26.250000 -152.330664
-23.500000 -149.113953
-20.750000 -146.081056
-18.000000 -142.993416
-15.250000 -139.851986
-12.500000 -136.994983
-9.750000 -133.951348
-7.000000 -131.028602
-4.250000 -128.071335
-1.500000 -125.301242
1.250000 -122.462870
4.000000 -119.632480
6.750000 -116.757156
9.500000 -114.132503
12.250000 -111.314483
15.000000 -108.643992
17.750000 -106.021520
20.500000 -103.522350
23.250000 -100.811622
26.000000 -98.307123
28.750000 -95.708568
31.500000 -93.396114
34.250000 -90.834592
37.000000 -88.460022
39.750000 -86.038881
42.500000 -83.786921
45.250000 -81.381725
48.000000 -79.135641
50.750000 -76.944577
53.500000 -74.618170
56.250000 -72.474314
59.000000 -70.316024
61.750000 -68.378030
64.500000 -66.246983
67.250000 -64.211869
70.000000 -62.214370
72.750000 -60.381552
75.500000 -58.368379
78.250000 -56.518744
81.000000 -54.611557
83.750000 -52.812595
86.500000 -51.112492
89.250000 -49.214184
92.000000 -47.545978
94.750000 -45.793070
97.500000 -44.251098
100.250000 -42.598744
103.000000 -41.007485
105.750000 -39.461605
108.500000 -37.962909
111.250000 -36.408284
114.000000 -35.044007
116.750000 -33.631459
119.500000 -32.127481
122.250000 -30.814479
125.000000 -29.528932
127.750000 -28.218438
130.500000 -26.920617
133.250000 -25.674699
136.000000 -24.569599
138.750000 -23.351750
141.500000 -22.290699
144.250000 -21.101592
147.000000 -20.067277
149.750000 -18.923521
152.500000 -18.086166
155.250000 -16.946735
158.000000 -15.892959
160.750000 -14.980113
163.500000 -14.124714
166.250000 -13.214591
169.000000 -12.481532
171.750000 -11.523298
174.500000 -10.844901
177.250000 -10.058835
180.000000 -9.247981
182.750000 -8.703767
185.500000 -7.987676
188.250000 -7.287709
191.000000 -6.577844
193.750000 -6.079660
196.500000 -5.540238
199.250000 -5.024271
202.000000 -4.490039
204.750000 -4.083959
207.500000 -3.632611
210.250000 -3.045167
213.000000 -2.718716
215.750000 -2.316642
218.500000 -2.085871
221.250000 -1.662222
224.000000 -1.306620
226.750000 -1.067121
229.500000 -1.010389
232.250000 -0.699380
235.000000 -0.647018
237.750000 -0.393782
240.500000 -0.259421
243.250000 -0.138238
246.000000 -0.129472
248.750000 0.000000
251.500000 -0.071673
254.250000 -0.020283
257.000000 -0.054722
259.750000 -0.159671
262.500000 -0.419658
265.250000 -0.409912
268.000000 -0.316029
270.750000 -0.571422
273.500000 -0.748444
276.250000 -1.158881
279.000000 -1.366705
281.750000 -1.618087
284.500000 -1.940929
287.250000 -2.338275
290.000000 -2.701892
292.750000 -3.036418
295.500000 -3.493393
298.250000 -3.879800
301.000000 -4.447265
303.750000 -4.890730
306.500000 -5.398956
309.250000 -6.019850
312.000000 -6.678019
314.750000 -7.245471
317.500000 -7.866068
320.250000 -8.457102
323.000000 -9.179787
325.750000 -9.873611
328.500000 -10.649720
331.250000 -11.751006
334.000000 -12.290192
336.750000 -13.188408
339.500000 -13.656128
342.250000 -14.675947
345.000000 -15.676964
347.750000 -16.857374
350.500000 -17.686726
353.250000 -19.110632
356.000000 -inf
358.750000 -inf
361.500000 -21.549800
364.250000 -inf
367.000000 -23.247824
369.750000 -inf
372.500000 -inf
375.250000 -inf
378.000000 -inf
380.750000 -inf
383.500000 -inf
386.250000 -inf
389.000000 -inf
391.750000 -inf
394.500000 -inf
397.250000 -inf
