1000000.0	368.59970693986963	368.59970693986963
1000500.0	358.46519219535685	358.46519219535685
1001000.0	365.62032864771993	365.62032864771993
1001500.0	378.36393758728127	378.36393758728127
1002000.0	383.87895697912717	383.87895697912717
1002500.0	347.6293513212842	347.6293513212842
1003000.0	368.51216694952336	368.51216694952336
1003500.0	377.1252970342141	377.1252970342141
1004000.0	375.5294530722611	375.5294530722611
1004500.0	369.90978817471034	369.90978817471034
1005000.0	371.62637695093736	371.62637695093736
1005500.0	369.071617922311	369.071617922311
1006000.0	362.4960565784516	362.4960565784516
1006500.0	358.5245583957044	358.5245583957044
1007000.0	368.49304902059316	368.49304902059316
1007500.0	371.30942181347626	371.30942181347626
1008000.0	360.7110457408012	360.7110457408012
1008500.0	373.9970001377989	373.9970001377989
1009000.0	363.2808978712145	363.2808978712145
1009500.0	348.75630292114954	348.75630292114954
1010000.0	366.76941679687286	366.76941679687286
1010500.0	361.42746497214796	361.42746497214796
1011000.0	365.00151147458104	365.00151147458104
1011500.0	366.10934514552355	366.10934514552355
1012000.0	363.0394082426701	363.0394082426701
1012500.0	363.90474607828236	363.90474607828236
1013000.0	378.77950098973247	378.77950098973247
1013500.0	355.92452006172806	355.92452006172806
1014000.0	355.94464419744037	355.94464419744037
1014500.0	355.3892180517923	355.3892180517923
1015000.0	356.62987101843106	356.62987101843106
1015500.0	359.61528655129194	359.61528655129194
1016000.0	347.26711687846944	347.26711687846944
1016500.0	353.6112506616461	353.6112506616461
1017000.0	372.47259685762674	372.47259685762674
1017500.0	350.58458065057476	350.58458065057476
1018000.0	361.0622119089758	361.0622119089758
1018500.0	364.27603638216937	364.27603638216937
1019000.0	373.70821879033656	373.70821879033656
1019500.0	351.82925844435675	351.82925844435675
1020000.0	368.31696283311845	368.31696283311845
1020500.0	382.0154620122063	382.0154620122063
1021000.0	366.74728024758895	366.74728024758895
1021500.0	357.94900811434763	357.94900811434763
1022000.0	360.62048713010114	360.62048713010114
1022500.0	359.46636794702283	359.46636794702283
1023000.0	359.6052244834339	359.6052244834339
1023500.0	359.0175997206475	359.0175997206475
1024000.0	355.2372808271694	355.2372808271694
1024500.0	355.3942490857176	355.3942490857176
1025000.0	361.74240769604114	361.74240769604114
1025500.0	364.41086809143724	364.41086809143724
