# OrderP Phi
-70.000000 -inf
-67.550000 -inf
-65.100000 -inf
-62.650000 -inf
-60.200000 -inf
-57.750000 -inf
-55.300000 -inf
-52.850000 -inf
-50.400000 -inf
-47.950000 -inf
-45.500000 -inf
-43.050000 -inf
-40.600000 -inf
-38.150000 -inf
-35.700000 -18.005778
-33.250000 -18.702879
-30.800000 -17.983444
-28.350000 -16.990024
-25.900000 -15.186361
-23.450000 -14.555105
-21.000000 -13.684004
-18.550000 -12.931349
-16.100000 -11.719993
-13.650000 -11.097964
-11.200000 -10.107338
-8.750000 -9.525339
-6.300000 -8.799438
-3.850000 -8.069735
-1.400000 -7.028568
1.050000 -6.604435
3.500000 -5.823499
5.950000 -5.212372
8.400000 -4.686672
10.850000 -4.031473
13.300000 -3.409305
15.750000 -3.025172
18.200000 -2.471924
20.650000 -1.955044
23.100000 -1.530855
25.550000 -1.299584
28.000000 -0.890404
30.450000 -0.591864
32.900000 -0.380217
35.350000 -0.277598
37.800000 -0.191895
40.250000 -0.158706
42.700000 0.000000
45.150000 -0.060190
47.600000 -0.102013
50.050000 -0.237576
52.500000 -0.279958
54.950000 -0.289258
57.400000 -0.596875
59.850000 -0.714584
62.300000 -0.964000
64.750000 -1.335981
67.200000 -1.660759
69.650000 -2.107575
72.100000 -2.505016
74.550000 -3.037254
77.000000 -3.517633
79.450000 -4.043822
81.900000 -4.511817
84.350000 -4.950508
86.800000 -5.536593
89.250000 -6.182377
91.700000 -6.691619
94.150000 -7.256477
96.600000 -8.072405
99.050000 -8.674148
101.500000 -9.620668
103.950000 -10.267240
106.400000 -11.090273
108.850000 -11.925425
111.300000 -12.745741
113.750000 -13.720414
116.200000 -14.628289
118.650000 -15.602896
121.100000 -16.583887
123.550000 -17.532876
126.000000 -18.527484
128.450000 -19.597952
130.900000 -20.687544
133.350000 -21.702203
135.800000 -22.749438
138.250000 -23.803255
140.700000 -24.956275
143.150000 -26.154771
145.600000 -27.320430
148.050000 -28.527498
150.500000 -29.749965
152.950000 -31.053201
155.400000 -32.258946
157.850000 -33.701446
160.300000 -34.911435
162.750000 -36.237602
165.200000 -37.584171
167.650000 -38.918714
170.100000 -40.378852
172.550000 -41.948234
175.000000 -43.358260
177.450000 -44.785731
179.900000 -46.211692
182.350000 -47.795897
184.800000 -49.309476
187.250000 -50.754924
189.700000 -52.295206
192.150000 -53.825049
194.600000 -55.495394
197.050000 -57.050888
199.500000 -58.837447
201.950000 -60.575531
204.400000 -62.269618
206.850000 -64.070320
209.300000 -65.901802
211.750000 -67.695343
214.200000 -69.465131
216.650000 -71.451865
219.100000 -73.464282
221.550000 -75.243031
224.000000 -77.383489
226.450000 -79.208602
228.900000 -81.155765
231.350000 -83.153315
233.800000 -85.084965
236.250000 -87.149108
238.700000 -89.044438
241.150000 -91.204615
243.600000 -93.187151
246.050000 -95.254082
248.500000 -97.396261
250.950000 -99.460101
253.400000 -101.632951
255.850000 -103.887927
258.300000 -106.018829
260.750000 -108.550093
263.200000 -110.800274
265.650000 -112.995800
268.100000 -115.458261
270.550000 -117.959419
273.000000 -120.163625
275.450000 -122.630633
277.900000 -125.135680
280.350000 -127.605241
282.800000 -129.908682
285.250000 -132.586978
287.700000 -134.887646
290.150000 -137.365101
292.600000 -139.949612
295.050000 -142.532470
297.500000 -145.044555
299.950000 -147.731905
302.400000 -150.371122
304.850000 -152.954259
307.300000 -155.871818
309.750000 -158.553651
312.200000 -161.119953
314.650000 -164.033011
317.100000 -166.817400
319.550000 -169.985714
322.000000 -172.707748
324.450000 -175.590414
326.900000 -178.667557
329.350000 -181.518029
331.800000 -184.467473
334.250000 -187.434677
336.700000 -190.450965
339.150000 -193.233942
341.600000 -196.370619
344.050000 -199.288863
346.500000 -202.175774
348.950000 -205.518090
351.400000 -208.502251
353.850000 -211.599850
356.300000 -214.627130
358.750000 -217.864430
361.200000 -220.825186
363.650000 -223.999249
366.100000 -227.109949
368.550000 -230.497229
371.000000 -233.663169
373.450000 -236.960255
375.900000 -240.065621
378.350000 -244.005260
380.800000 -246.988833
383.250000 -251.002835
385.700000 -254.241785
388.150000 -256.648077
390.600000 -inf
393.050000 -inf
395.500000 -inf
397.950000 -inf
400.400000 -inf
402.850000 -inf
405.300000 -inf
407.750000 -inf
410.200000 -inf
412.650000 -inf
415.100000 -inf
417.550000 -inf
